city,name,street,tags,zipcode,full_address,latlon,missing
Antwerpen,Native,Muntstraat 8,['Snack'],2000,Muntstraat 8 2000 Antwerpen,"(51.216974799687435, 4.396895254093088)",False
 vegetarisch,Natuurfrituur,Cateraar,['Veganvriendelijk'],100%,Cateraar 100%  vegetarisch,,True
Sint-Niklaas,Navaro,Parkstraat 5,['Snack'],9100,Parkstraat 5 9100 Sint-Niklaas,"(51.16531605273939, 4.139516403084879)",False
Kortrijk,Nectar,Sint Jansstraat 17,['Eethuis'],8500,Sint Jansstraat 17 8500 Kortrijk,"(50.82682387863682, 3.271510546321245)",False
Brussel,Neuf et Voisin,Van Arteveldestraat 1,['Eethuis'],1000,Van Arteveldestraat 1 1000 Brussel,"(50.82868217285996, 4.291920394993346)",False
Leuven,New Mexico,Muntstraat 34,['Eethuis'],3000,Muntstraat 34 3000 Leuven,"(50.877977353046454, 4.70281664646056)",False
Hasselt,Ni Hao,Crutzenstraat 6,['Eethuis'],3500,Crutzenstraat 6 3500 Hasselt,"(50.93804941327765, 5.315129590393515)",False
Lommel,Nori Events,Kerkweg 1,['Cateraar'],3920,Kerkweg 1 3920 Lommel,"(51.162243131637034, 5.264421860074676)",False
Mechelen,Nostradam,Blauwhondstraat 25,['Eethuis'],2800,Blauwhondstraat 25 2800 Mechelen,"(51.026876649927836, 4.480007157804094)",False
Brussel,Notos,Livornostraat 154,['Eethuis'],1000,Livornostraat 154 1000 Brussel,"(50.82645939396757, 4.36286173932774)",False
Sint-Niklaas,Nova,Grote Markt 9,"['Eethuis', 'Snack', 'Veganvriendelijk']",9100,Grote Markt 9 9100 Sint-Niklaas,"(51.16405663266607, 4.138993619306363)",False
Hasselt,Numero Dieci,Zuivelmarkt 10,['Eethuis'],3500,Zuivelmarkt 10 3500 Hasselt,"(50.9308032557058, 5.339380869146675)",False
Antwerpen,Nuova Era,Graaf Van Hoornestraat 3,['Eethuis'],2000,Graaf Van Hoornestraat 3 2000 Antwerpen,"(51.20815801671623, 4.3931550572725815)",False
Elsene,O Liban,Vleurgatsesteenweg 324,"['Eethuis', 'Veganvriendelijk']",1050,Vleurgatsesteenweg 324 1050 Elsene,,True
Hasselt,Oats,Toekomststraat 20,['Eethuis'],3500,Toekomststraat 20 3500 Hasselt,"(50.926499278997625, 5.3391068577207275)",False
Gent,Ocean Garden,Zwijnaardsesteenweg 399,['Snack'],9000,Zwijnaardsesteenweg 399 9000 Gent,"(51.028296762634334, 3.7223951224552647)",False
Sterrebeek,Office Traiteur Catering,Hippodroomlaan 173,['Cateraar'],1933,Hippodroomlaan 173 1933 Sterrebeek,"(50.85109241703316, 4.504468088734993)",False
Leuven,Officina Clandestina,Sint-Antoniusberg 6,"['Eethuis', 'Snack']",3000,Sint-Antoniusberg 6 3000 Leuven,"(50.87642292424214, 4.699381330780871)",False
Zottegem,Old Sotteghem,Markt 3,['Eethuis'],9620,Markt 3 9620 Zottegem,"(50.86986837597801, 3.8108644784880195)",False
Leuven,OONA Asian Restaurant en Bar,Parijsstraat 23,"['Eethuis', 'Veganvriendelijk']",3000,Parijsstraat 23 3000 Leuven,"(50.87884952541922, 4.699583165195527)",False
Mol,Opera,Kloosterstraat 1,['Snack'],2400,Kloosterstraat 1 2400 Mol,"(51.18818157407639, 5.119375680940124)",False
Liedekerke,Orangerie,Schelfhoutstraat 77,['Eethuis'],1770,Schelfhoutstraat 77 1770 Liedekerke,"(50.864752941264086, 4.1033780358112)",False
Gent,Orchidee,Vlaanderenstraat 105,"['Snack', 'Veganvriendelijk']",9000,Vlaanderenstraat 105 9000 Gent,"(51.0497010026413, 3.730770796279011)",False
Brussel,Orphyse Chausette,Charles Hanssensstraat 5,['Eethuis'],1000,Charles Hanssensstraat 5 1000 Brussel,"(50.83952939477, 4.353419175693129)",False
Elsene,Oups,Lesbroussartstraat 13,"['Snack', 'Veganvriendelijk']",1050,Lesbroussartstraat 13 1050 Elsene,"(50.82790680472413, 4.370426800287716)",False
Antwerpen,Overvloed,Dageraadplaats 8,['Eethuis'],2018,Dageraadplaats 8 2018 Antwerpen,"(51.207254090237626, 4.430959199257351)",False
Sint-Gillis,Ozfair,J.Volderslaan,['Eethuis'],1060,J.Volderslaan 1060 Sint-Gillis,,True
Gent,Pacha Mama,Jan-Baptist Guinardstraat 9,"['Eethuis', '100% vegetarisch', 'Veganvriendelijk']",9000,Jan-Baptist Guinardstraat 9 9000 Gent,"(51.046953885255974, 3.7248187430116007)",False
Waltwilder,Padam,Markt 41,"['Eethuis', 'Snack']",3740,Markt 41 3740 Waltwilder,"(50.8703208179682, 5.518045348354416)",False
Leuven,Pannenkoekenhuis,Brusselsestraat 26,['Eethuis'],3000,Brusselsestraat 26 3000 Leuven,"(50.88219005284586, 4.687911747958736)",False
Gent,Pappardelle,Kammerstraat 5,['Eethuis'],9000,Kammerstraat 5 9000 Gent,"(51.056338257874984, 3.7263870983723226)",False
Evere,Paradise of India,RUE Godefroid Kurth-85,['Eethuis'],1140,RUE Godefroid Kurth-85 1140 Evere,"(50.86842762047016, 4.3983576410044565)",False
Gent,Parnassus,Oude Houtlei 122,['Eethuis'],9000,Oude Houtlei 122 9000 Gent,"(51.051350220661845, 3.716743091644797)",False
Mechelen,Passade,Brusselsesteenweg 301,['Eethuis'],2800,Brusselsesteenweg 301 2800 Mechelen,"(51.00810330679551, 4.474847164250925)",False
Brugge,Passage,Dweerstraat 26,['Eethuis'],8000,Dweerstraat 26 8000 Brugge,,True
Antwerpen,Pasta Hippo,Pelgrimstraat 1-3,['Eethuis'],2000,Pelgrimstraat 1-3 2000 Antwerpen,"(51.21955382774416, 4.399415913735942)",False
Brugge,Pasta Presto,St. Amandstraat 17,['Eethuis'],8000,St. Amandstraat 17 8000 Brugge,,True
Antwerpen,Pasta winkel,Hoogstraat 6,['Eethuis'],2000,Hoogstraat 6 2000 Antwerpen,"(51.22048876314344, 4.398872642595865)",False
Antwerpen,Pasta-Hippo,Oude Koornmarkt 32-34,['Eethuis'],2000,Oude Koornmarkt 32-34 2000 Antwerpen,"(51.21986820998142, 4.40020333819031)",False
Brugge,Pastis,Speelmansrei 8,['Eethuis'],8000,Speelmansrei 8 8000 Brugge,"(51.20699572186547, 3.2169073893014946)",False
Brussel,Pataya,Antoine Dansaertstraat 49,['Eethuis'],1000,Antoine Dansaertstraat 49 1000 Brussel,"(50.84966862588736, 4.34718211505981)",False
Gent,Patijntje,Gordunakaai 91,"['Eethuis', 'Veganvriendelijk']",9000,Gordunakaai 91 9000 Gent,"(51.041543835150634, 3.694535680220294)",False
Brugge,Patrick Devos,Zilverstraat 41,['Gastronomisch'],8000,Zilverstraat 41 8000 Brugge,"(51.2065848859738, 3.220881566478807)",False
Hasselt,Pattos,Demerstraat 69,['Eethuis'],3500,Demerstraat 69 3500 Hasselt,"(50.932579989202644, 5.338692098064036)",False
Kortrijk,Paul's Boutique,Kleine Sint-Jansstraat en Zandstraat 19,"['Eethuis', 'Snack']",8500,Kleine Sint-Jansstraat en Zandstraat 19 8500 Kortrijk,"(50.82682387863682, 3.271510546321245)",False
Wulpen,Peper & Zout,Albert I Laan 43,['Eethuis'],8670,Albert I Laan 43 8670 Wulpen,"(51.13157369290018, 2.669113042471094)",False
Gent,Petrus,Sint-Amandsstraat 15,"['Eethuis', 'Snack', 'Veganvriendelijk']",9000,Sint-Amandsstraat 15 9000 Gent,,True
Lier,Pezo,Eikelstraat 36,['Eethuis'],2500,Eikelstraat 36 2500 Lier,"(51.129879226888704, 4.5688521728509865)",False
Rumst,Philippe Van den Bulck,Hoge Vosbergstraat 11,['Cateraar'],2840,Hoge Vosbergstraat 11 2840 Rumst,"(51.08670245236546, 4.453204422820165)",False
Hoboken,Philippe Van den Bulck,Graspolderlaan 12,['Cateraar'],2660,Graspolderlaan 12 2660 Hoboken,"(51.18519251373173, 4.343156071690145)",False
 Brussel,Picnik,Vlaamsesteenweg 109,['Cateraar'],1000,Vlaamsesteenweg 109 1000  Brussel,"(50.853012365698014, 4.345277663086135)",False
Booischot,Piet Konijn,Kleine Steenweg 155,['Eethuis'],2221,Kleine Steenweg 155 2221 Booischot,"(51.03673853784791, 4.773954460037)",False
Gent,Pinocchio,Vlaanderenstraat 9,['Eethuis'],9000,Vlaanderenstraat 9 9000 Gent,"(51.05119383638832, 3.7292244440508107)",False
Hasselt,Pocomatto,Dorpstraat 42,['Eethuis'],3500,Dorpstraat 42 3500 Hasselt,,True
Merksem,Poespas Gezondheidsbar,Bredabaan 430,['Eethuis'],2170,Bredabaan 430 2170 Merksem,"(51.2442153463245, 4.4444130226617675)",False
Zegelsem (Brakel),Ponderspijs,Rovorst 33,"['Cateraar', 'Veganvriendelijk']",9660,Rovorst 33 9660 Zegelsem (Brakel),"(50.79373791875597, 3.7175001627977577)",False
Zegelsem (Brakel),Ponderspijs,"""Rovorst 33 9660 Zegelsem (Brakel)""",['Cateraar'],9660,"""Rovorst 33 9660 Zegelsem (Brakel)"" 9660 Zegelsem (Brakel)",,True
Zegelsem (Brakel),Ponderspijs,Rovorst 33,['Cateraar'],9660,Rovorst 33 9660 Zegelsem (Brakel),"(50.79373791875597, 3.7175001627977577)",False
Sint-Niklaas,Porto Belfino,Houtbriel 24,['Eethuis'],9100,Houtbriel 24 9100 Sint-Niklaas,"(51.16484592320111, 4.142778229266614)",False
Lokeren,Postiljon,Markt 14,['Eethuis'],9160,Markt 14 9160 Lokeren,"(51.104801948442564, 3.9887382959358524)",False
Tielen,Potiron,Geelsebaan 73,['Eethuis'],2460,Geelsebaan 73 2460 Tielen,"(51.23600783590903, 4.9708187714608325)",False
Kasterlee,Potiron,Geelsebaan 73,['Eethuis'],2460,Geelsebaan 73 2460 Kasterlee,"(51.23600783590903, 4.9708187714608325)",False
Geel,Prepareeke,Rozendaal 4,['Eethuis'],2440,Rozendaal 4 2440 Geel,"(51.16801347703741, 4.988842152351032)",False
Heverlee,Punjab,Naamsesteenweg 33,['Eethuis'],3001,Naamsesteenweg 33 3001 Heverlee,"(50.86713232827141, 4.697753198917232)",False
Gent,Punjab Tandoori,Sleepstraat 67,"['Eethuis', 'Veganvriendelijk']",9000,Sleepstraat 67 9000 Gent,"(51.06105508979887, 3.725922994055608)",False
Leuven,PurPur,Parijsstraat 33,['Eethuis'],3000,Parijsstraat 33 3000 Leuven,"(50.87866135111002, 4.69936870014012)",False
Gent,Puur,Hoogpoort 35,['Eethuis'],9000,Hoogpoort 35 9000 Gent,"(51.055166746112114, 3.7242066416206705)",False
Aalst,Qarfa,Stationstraat 13,[],9300,Stationstraat 13 9300 Aalst,,True
Aalst,Qarfa,Stationsstraat 13,['Cateraar'],9300,Stationsstraat 13 9300 Aalst,"(50.941481263289425, 4.037367638854749)",False
Gent,Quetzal - De chocoladebar,Sint-Pietersnieuwstraat 99,['Snack'],9000,Sint-Pietersnieuwstraat 99 9000 Gent,"(51.04456379766067, 3.726662595208845)",False
Hasselt,Quiche café,Botermarkt 11,"['Eethuis', 'Snack']",3500,Botermarkt 11 3500 Hasselt,"(50.930404649451724, 5.338661323534985)",False
Gent,Quicherie Patiron,Sluizeken 30,['Eethuis'],9000,Sluizeken 30 9000 Gent,"(51.05918955278769, 3.7250499416047083)",False
Leuven,Quo Vadis,Muntstraat 11,['Eethuis'],3000,Muntstraat 11 3000 Leuven,"(50.878230026756356, 4.702477430813441)",False
Brussel,Recyclart vzw,Ursulinenstraat 25,['EVA voordeel'],1000,Ursulinenstraat 25 1000 Brussel,"(50.841317549092985, 4.348236454684402)",False
Torhout,Red Rooster Fast Food,Stationsstraat 15,['Eethuis'],8820,Stationsstraat 15 8820 Torhout,"(51.064561611852476, 3.1045614502084704)",False
Brugge,Réliva,Goezeputstraat 6,"['Eethuis', 'Veganvriendelijk']",8000,Goezeputstraat 6 8000 Brugge,"(51.2045281671259, 3.2210752528562163)",False
Kortrijk,Repos et Repas,Bouwcentrum Pottelberg Engelse Wandeling 2 K17,['Eethuis'],8500,Bouwcentrum Pottelberg Engelse Wandeling 2 K17 8500 Kortrijk,,True
Gent,Restaurant Ateljee,Vlaamsekaai 10,['Eethuis'],9000,Vlaamsekaai 10 9000 Gent,"(51.04406826813524, 3.7414852407616146)",False
Antwerpen,Resto Jardin,Somméstraat 45,"['Eethuis', '100% vegetarisch']",2060,Somméstraat 45 2060 Antwerpen,"(51.22248506091551, 4.438723496947052)",False
Brussel,Ricotta & Parmesan,Schildknaapstraat 31,['Eethuis'],1000,Schildknaapstraat 31 1000 Brussel,,True
Gent,Riz d'Or,Sint-Michielsstraat 10,['Eethuis'],9000,Sint-Michielsstraat 10 9000 Gent,"(51.053974093043045, 3.7181899008753865)",False
Brugge,Rock Fort,Langestraat 15,['Eethuis'],8000,Langestraat 15 8000 Brugge,"(51.20981390692218, 3.232237081747898)",False
Mechelen,Ronda,Vismarkt 10,['Eethuis'],2800,Vismarkt 10 2800 Mechelen,"(51.02653798101517, 4.476899001755312)",False
Gent,Rood,Sleepstraat 210,['Eethuis'],9000,Sleepstraat 210 9000 Gent,"(51.063615762849366, 3.728997770977965)",False
Oudenaarde,Roodstop,Deinzestraat 63,['Snack'],9700,Deinzestraat 63 9700 Oudenaarde,"(50.854328715655996, 3.5930304738571843)",False
Elsene,Rouge Tomate,Louizalaan 190,['Eethuis'],1050,Louizalaan 190 1050 Elsene,"(50.82778090173163, 4.363926114851191)",False
Leuven,Royal Indian Food,Tervuursestraat 5,['Eethuis'],3000,Tervuursestraat 5 3000 Leuven,"(50.87936363554426, 4.689270809019026)",False
Gent,S.M.A.K café by Grade,Citadelpark,['Snack'],9000,Citadelpark 9000 Gent,,True
Tienen,Sake Sushi House,Hennemarkt 12,[],3300,Hennemarkt 12 3300 Tienen,"(50.80628195486556, 4.94052727149048)",False
Gent,Sala Thai 3,Hooiaard 5,['Eethuis'],9000,Hooiaard 5 9000 Gent,"(51.05534863686794, 3.7213087130535287)",False
Antwerpen,Sale e pepe,Kasteelpleinstraat 53,['Eethuis'],2000,Kasteelpleinstraat 53 2000 Antwerpen,"(51.210142197121506, 4.402185721927338)",False
Kortrijk,Same same but different,Doorniksesteenweg 105,['Eethuis'],8500,Doorniksesteenweg 105 8500 Kortrijk,"(50.808234152955364, 3.279520925256634)",False
Leuven,Samourai,Muntstraat 9,['Eethuis'],3000,Muntstraat 9 3000 Leuven,"(50.87829327597685, 4.7023642088516615)",False
Gent,Sarabande,Korenlei 1,['Eethuis'],9000,Korenlei 1 9000 Gent,"(51.05564118666531, 3.7205629794817625)",False
Oostende,Sassy's pizza en pastabar,Steensedijk 23,"['Eethuis', 'EVA voordeel', 'Veganvriendelijk']",8400,Steensedijk 23 8400 Oostende,"(51.20186122174166, 2.916359797769634)",False
Mechelen,Sava,Grote Markt 13,"['Eethuis', 'Snack']",2800,Grote Markt 13 2800 Mechelen,"(51.02850296643842, 4.4807380245471995)",False
Aalst,Savarin,Esplanadeplein 14,['Eethuis'],9300,Esplanadeplein 14 9300 Aalst,"(50.94112896236935, 4.036758315813515)",False
Zaventem,Sawadee,Vilvoordelaan 21,"['Eethuis', 'Veganvriendelijk']",1930,Vilvoordelaan 21 1930 Zaventem,"(50.886833071617, 4.470592224213584)",False
Kasterlee,Seven Hill,Geelsebaan 29/2,['Eethuis'],9460,Geelsebaan 29/2 9460 Kasterlee,,True
Heverlee,Siam,Naamsesteenweg 217,['Eethuis'],3001,Naamsesteenweg 217 3001 Heverlee,"(50.86212067485552, 4.696141379146177)",False
Vorst,Sinstreetfood,Koningsstraat 165,"['Snack', '100% vegetarisch', 'EVA voordeel']",1190,Koningsstraat 165 1190 Vorst,,True
Antwerpen,Sjalot en Schanul,Oude beurs 12,['Eethuis'],2000,Oude beurs 12 2000 Antwerpen,"(51.221944472341434, 4.400405159998624)",False
Brussel,Skievelat,J. Stevensstraat 16-18,['Eethuis'],1000,J. Stevensstraat 16-18 1000 Brussel,,True
Sinaai-Waas,Smos Express,Dries 29,['Snack'],9112,Dries 29 9112 Sinaai-Waas,"(51.15656700239658, 4.042433805398157)",False
Leuven,Snackworld,Naamsevest 4,['Snack'],3000,Naamsevest 4 3000 Leuven,"(50.868836588811476, 4.6990863307906565)",False
Sint-Niklaas,Soep en Zoet,Stationsstraat 16,"['Eethuis', 'Snack']",9100,Stationsstraat 16 9100 Sint-Niklaas,"(51.16568808236487, 4.14133022706458)",False
Gent,Soeperstar,Makelaarstraat 24,['Cateraar'],9000,Makelaarstraat 24 9000 Gent,,True
Heusden,Soepkom,Leegrede 3,"['Snack', 'EVA voordeel']",9070,Leegrede 3 9070 Heusden,"(51.035220999214935, 3.822397822120968)",False
Antwerpen,Soepmie,Oranjestraat 94,['Snack'],2060,Oranjestraat 94 2060 Antwerpen,"(51.22792228355644, 4.42322811598928)",False
Antwerpen,Soepmie,Dambruggestraat 26/1,['Cateraar'],2060,Dambruggestraat 26/1 2060 Antwerpen,"(51.22430063798104, 4.421778083510996)",False
Gent,Soepplus,Lammerstraat 33,['Snack'],9000,Lammerstraat 33 9000 Gent,"(51.048125158855555, 3.7286103254887064)",False
Lier,Soetemin,Schollebeekstraat 4,['Eethuis'],2500,Schollebeekstraat 4 2500 Lier,"(51.11800502139191, 4.584154111005094)",False
Brugge,Sol Y Sombra,Langestraat 121,['Snack'],8000,Langestraat 121 8000 Brugge,"(51.2115836658468, 3.2368024703599283)",False
Brussel,Soul,Samaritanessestraat 20,"['Eethuis', 'Veganvriendelijk']",1000,Samaritanessestraat 20 1000 Brussel,"(50.840545124397636, 4.35273738045381)",False
Brussel,Soup in the City,Lakensestraat 36,['Snack'],1000,Lakensestraat 36 1000 Brussel,"(50.852384062661756, 4.350929986597428)",False
Ledeberg,Souperette,Bellevuestraat 30b,['Eethuis'],9050,Bellevuestraat 30b 9050 Ledeberg,"(51.03463721275709, 3.734525810008194)",False
Gent,Sous Fleurs,Zalmstraat 75,['Cateraar'],9000,Zalmstraat 75 9000 Gent,"(51.04711212444793, 3.744211055818413)",False
Antwerpen,Spaghettiworld,Oude Koronmarkt 66,['Eethuis'],2000,Oude Koronmarkt 66 2000 Antwerpen,"(51.221818484948905, 4.400948987992742)",False
Mechelen,Spice and taste,Liersesteenweg 179,['Eethuis'],2800,Liersesteenweg 179 2800 Mechelen,"(51.03867934278316, 4.47987854851268)",False
Gent,Spice of India,Sleepstraat 66,['Eethuis'],9000,Sleepstraat 66 9000 Gent,"(51.0608764840657, 3.7261394181439704)",False
Walem,Spice of India,Zandpoortvest 22,['Eethuis'],2800,Zandpoortvest 22 2800 Walem,"(51.024639602722665, 4.487898141603456)",False
Gent,Spinnekop,Einde Were 44,['Snack'],9000,Einde Were 44 9000 Gent,"(51.05082990780161, 3.702459982126987)",False
Turnhout,Sprouts,Baron du Fourstraat 4 bus 7 (Bloemekensgang),"['Eethuis', '100% vegetarisch', 'Veganvriendelijk']",2300,Baron du Fourstraat 4 bus 7 (Bloemekensgang) 2300 Turnhout,"(51.32449983340029, 4.952770877151921)",False
Antwerpen,Starfish & Coffee,Bresstraat 9,['Snack'],2018,Bresstraat 9 2018 Antwerpen,"(51.20635915336555, 4.398190793518253)",False
Gent,Sushi-Food,Limburgstraat 36,['Eethuis'],9000,Limburgstraat 36 9000 Gent,"(51.05216430192212, 3.727499732214183)",False
Kortrijk,Sweet Lime,Kasteelkaai 4,['Eethuis'],8500,Kasteelkaai 4 8500 Kortrijk,"(50.82911437420729, 3.261718958997988)",False
Merendree,t Aards Paradijs,Merendreedorp 65,['Gastronomisch'],9850,Merendreedorp 65 9850 Merendree,"(51.07874712308694, 3.580835111283109)",False
Leest,t Archief,Frans Reyniersstraat 17-19,"['Eethuis', 'EVA voordeel']",2811,Frans Reyniersstraat 17-19 2811 Leest,"(51.01415871862112, 4.444308733046369)",False
Heist-op-den-Berg,t Eetkafee,Bergstraat 2b,['Eethuis'],2220,Bergstraat 2b 2220 Heist-op-den-Berg,"(51.075390644432645, 4.727131004343298)",False
Heldergem,t Friethoeksken,Kerkskenhoek 39,['Snack'],9450,Kerkskenhoek 39 9450 Heldergem,"(50.894519878534425, 3.9979845645215297)",False
Zalardinge,t Goed Verteer,Oudenaardsestraat 28,['Eethuis'],9500,Oudenaardsestraat 28 9500 Zalardinge,"(50.7716703505482, 3.8745049168443457)",False
Zalardinge,t Goed Verteer,Oudenaardsestraat 28,['Eethuis'],9500,Oudenaardsestraat 28 9500 Zalardinge,"(50.7716703505482, 3.8745049168443457)",False
Gent,t Gouden hoofd,Slachthuisstraat 96,['Eethuis'],9000,Slachthuisstraat 96 9000 Gent,"(51.052644059415904, 3.738118609517607)",False
Nieuwerkerken,t Groen Blad,Kemmelstraat 94,['Eethuis'],8950,Kemmelstraat 94 8950 Nieuwerkerken,"(50.760033273046496, 2.829799266552563)",False
Rupelmonde,t Hofke van Bazel,Koningin Astridplein 11-13,['Gastronomisch'],9150,Koningin Astridplein 11-13 9150 Rupelmonde,"(51.14678507667333, 4.2995903173136565)",False
Kortrijk-Dutsel (Holsbeek),t Kraaienest,Gobbelsrode 74B,['Cateraar'],3220,Gobbelsrode 74B 3220 Kortrijk-Dutsel (Holsbeek),"(50.915118565637606, 4.807472204068615)",False
Waardamme,t Oud Gemeentehuis,Kortrijksstraat 405,['Eethuis'],8020,Kortrijksstraat 405 8020 Waardamme,,True
Waardamme,t Roodhof,Nieuwburgstraat 32,"['Cateraar', 'Eethuis']",8020,Nieuwburgstraat 32 8020 Waardamme,"(51.14082683789154, 3.2172949910346964)",False
Poeke,t Vijfde Seizoen,Stationsstraat 9,['Gastronomisch'],9880,Stationsstraat 9 9880 Poeke,"(51.08451196225954, 3.4483465211822253)",False
Waltwilder,t Vlierhof,Hasseltsestraat 57A,['Gastronomisch'],3740,Hasseltsestraat 57A 3740 Waltwilder,"(50.878271804616645, 5.499197863541701)",False
Sint-Amandsberg,Table d'amis,Gustaaf Carelshof 6,"['Eethuis', 'EVA voordeel']",9040,Gustaaf Carelshof 6 9040 Sint-Amandsberg,"(51.069904535497585, 3.7729273271324053)",False
Antwerpen,Taj Mahal,Statiestraat 15,['Eethuis'],2018,Statiestraat 15 2018 Antwerpen,"(51.21838759127883, 4.418808581539591)",False
Zepperen,Taj Mahal,Stationsstraat 53,['Eethuis'],3800,Stationsstraat 53 3800 Zepperen,"(50.81715637580659, 5.177465436528264)",False
Elsene,Tan,Waterleidingstraat 95,['Eethuis'],1050,Waterleidingstraat 95 1050 Elsene,,True
Antwerpen,Tangh's,Kasteelpleinstraat 36,['Eethuis'],2000,Kasteelpleinstraat 36 2000 Antwerpen,"(51.21013337662249, 4.40159900641727)",False
Brussel,Tarte Julie,E. Jacqmainlaan 56,"['Eethuis', 'EVA voordeel']",1000,E. Jacqmainlaan 56 1000 Brussel,,True
Middelkerke,Tartine,Zeedijk 153,"['Eethuis', 'Snack']",8430,Zeedijk 153 8430 Middelkerke,"(51.186009562940015, 2.8103341214905115)",False
Gent,Tartino,Predikherenlei 25,['Snack'],9000,Predikherenlei 25 9000 Gent,"(51.05243500061592, 3.7211065204146916)",False
Oudenaarde,Taste and Flavor,Markt 60,['Eethuis'],9700,Markt 60 9700 Oudenaarde,"(50.843375183647446, 3.6034202096163863)",False
Hasselt,Taste of India,Fruitmarkt 26,"['Cateraar', 'Eethuis']",3500,Fruitmarkt 26 3500 Hasselt,"(50.93018445853183, 5.339197349554946)",False
Hasselt,Tasty Bowl,Fruitmarkt 34,['Eethuis'],3500,Fruitmarkt 34 3500 Hasselt,"(50.92990369778191, 5.339447601709321)",False
Gent,Tasty I,Walpoortstraat 3,"['Snack', '100% vegetarisch', 'EVA voordeel', 'Veganvriendelijk']",9000,Walpoortstraat 3 9000 Gent,"(51.04916837905852, 3.7270415913713406)",False
Gent,Tasty II,Hoogpoort 1,"['Snack', '100% vegetarisch', 'EVA voordeel', 'Veganvriendelijk']",9000,Hoogpoort 1 9000 Gent,"(51.05572592738049, 3.7229009879222126)",False
Rocourt,Tasty III,Rue de la casquette 17,"['Snack', '100% vegetarisch', 'EVA voordeel']",4000,Rue de la casquette 17 4000 Rocourt,,True
Nijlen,Taverne De Beemden,Vogelzangstraat 29,['Eethuis'],2560,Vogelzangstraat 29 2560 Nijlen,"(51.17063701286178, 4.643119424251394)",False
Antwerpen,Terras café (Hilton),Groenplaats 32,['Eethuis'],2000,Groenplaats 32 2000 Antwerpen,"(51.21926537637208, 4.402378465085132)",False
Diegem,Testa Rossi,Oude Haachtsesteenweg 119,['Eethuis'],1831,Oude Haachtsesteenweg 119 1831 Diegem,"(50.89583955163291, 4.434337243382969)",False
Sint-Michiels,Tête Pressée,Koningin Astridlaan 100,['Gastronomisch'],8200,Koningin Astridlaan 100 8200 Sint-Michiels,"(51.18888737827768, 3.2028057818320272)",False
Zandvoorde,Tex Mex,Monacoplein 7,['Eethuis'],8400,Monacoplein 7 8400 Zandvoorde,"(51.23132242557995, 2.9134805123954104)",False
Gent,Thai Cuisine,Zuidstationstraat 2-4,['Eethuis'],9000,Zuidstationstraat 2-4 9000 Gent,"(51.048793254885254, 3.7324659748185502)",False
Leuven,Thai House,Alfonssmetsplein,['Eethuis'],3000,Alfonssmetsplein 3000 Leuven,,True
Gent,Thalia,Sint-Pietersnieuwstraat 138,"['Eethuis', 'EVA voordeel']",9000,Sint-Pietersnieuwstraat 138 9000 Gent,"(51.04667713425232, 3.7268190212857757)",False
Kortrijk,Than Thai,Lekkerbeetstraat 4-10,"['Eethuis', 'Veganvriendelijk']",8500,Lekkerbeetstraat 4-10 8500 Kortrijk,"(50.825915081881185, 3.2685508689843776)",False
Ledeberg,Thawan Thai Take Away,Jacques Eggermontstraat 72,"['Eethuis', 'Veganvriendelijk']",9050,Jacques Eggermontstraat 72 9050 Ledeberg,"(51.03719982045142, 3.7396809070061447)",False
Gent,The Lounge,The Lounge,['Snack'],9000,The Lounge 9000 Gent,"(51.04607150748593, 3.7196401000639514)",False
Leuven,The New Holy Cow,Naamsestraat 51,['Eethuis'],3000,Naamsestraat 51 3000 Leuven,"(50.87664412139852, 4.700633241205477)",False
Leuven,The sushi lounge,Oude markt 34,['Eethuis'],3000,Oude markt 34 3000 Leuven,"(50.87786266239038, 4.698879964867082)",False
Kessel-Lo,The Worldkitchen,Wilselsesteenweg 321,['Eethuis'],3010,Wilselsesteenweg 321 3010 Kessel-Lo,"(50.90704046682392, 4.718194204395527)",False
Hasselt,Theatercafé,Kunstlaan 5,['Eethuis'],3500,Kunstlaan 5 3500 Hasselt,"(50.92641851818084, 5.34667271641791)",False
Brussel,Thien Long,Van Arteveldestraat 12,['Snack'],1000,Van Arteveldestraat 12 1000 Brussel,"(50.82868217285996, 4.291920394993346)",False
Antwerpen,Time Out,Lange Herentalsestraat 58,['100% vegetarisch'],2018,Lange Herentalsestraat 58 2018 Antwerpen,"(51.21453220327329, 4.417301696419132)",False
Leuven,Timory,Brusselsestraat 76,['Eethuis'],3000,Brusselsestraat 76 3000 Leuven,"(50.88049357809482, 4.696752830241062)",False
Antwerpen,Tinsel,Vlaamse kaai 40,['Snack'],2000,Vlaamse kaai 40 2000 Antwerpen,"(51.20957871256886, 4.390551437037607)",False
Gent,Tiva,Oudburg 43,"['Cateraar', 'Eethuis']",9000,Oudburg 43 9000 Gent,"(51.05879961697522, 3.7244276739276625)",False
Leuven,Toeareg,Parijsstraat 37,['Eethuis'],3000,Parijsstraat 37 3000 Leuven,"(50.878356395119745, 4.699124995625219)",False
Gent,Toi et moi,Sint-Michielsstraat 31,['Eethuis'],9000,Sint-Michielsstraat 31 9000 Gent,"(51.0542119827562, 3.7173165637814334)",False
Antwerpen,Tokyo Sushi,Haarstraat 8,"['Eethuis', 'Snack', 'Veganvriendelijk']",2000,Haarstraat 8 2000 Antwerpen,"(51.22039017656716, 4.397756153741997)",False
