city,name,street,tags,zipcode,full_address,latlon,missing
Rumbeke,De Kleine Prins,Rijstelstraat 5,['Eethuis'],8800,Rijstelstraat 5 8800 Rumbeke,,True
Zottegem,De Kleine Prins,Stationsstraat 33,['Eethuis'],9620,Stationsstraat 33 9620 Zottegem,"(50.868970901696756, 3.813077123744012)",False
Kortrijk,De KleinKeuken,Budastraat 8,"['Eethuis', '100% vegetarisch', 'Veganvriendelijk']",8500,Budastraat 8 8500 Kortrijk,"(50.83005475415859, 3.2641953087025115)",False
Leuven,De Koerier van Navarra,Tervuursevest 130,['Eethuis'],3000,Tervuursevest 130 3000 Leuven,"(50.87092953730719, 4.693233670130759)",False
Leuven,De Kruimel,Tiensestraat 92,['Eethuis'],3000,Tiensestraat 92 3000 Leuven,"(50.87637634067053, 4.706257891345667)",False
"Vorst, Kempen",De Kruimel,Dikstraat 3,['Eethuis'],2430,"Dikstraat 3 2430 Vorst, Kempen",,True
Voorde,De Lavendel,Lavendelstraat 11,['Eethuis'],9400,Lavendelstraat 11 9400 Voorde,"(50.83688473183124, 4.020513830758552)",False
Hasselt,De Levensboom,Leopoldplein 44,['Eethuis'],3500,Leopoldplein 44 3500 Hasselt,"(50.92809989587098, 5.333606388978036)",False
Sleidinge,De Lieve's Bistronoom,Rabotstraat 120,['Eethuis'],9940,Rabotstraat 120 9940 Sleidinge,"(51.0910315715149, 3.652128056085782)",False
Noorderwijk,De Mangerie,Bovenrij 17,['Eethuis'],2200,Bovenrij 17 2200 Noorderwijk,"(51.17404793731025, 4.838350783332316)",False
Brussel,De Markten,Oude Graanmarkt 5,['Eethuis'],1000,Oude Graanmarkt 5 1000 Brussel,"(50.85045063605696, 4.3467557536106165)",False
Brussel,De Markten,Oude Graanmarkt 5,['Eethuis'],1000,Oude Graanmarkt 5 1000 Brussel,"(50.85045063605696, 4.3467557536106165)",False
Lier,De Nieuwe Schapestal,Koning Albertstraat 3,['Eethuis'],2500,Koning Albertstraat 3 2500 Lier,"(51.12083542468261, 4.5695131640707)",False
Gent,De Onvrije Schipper,Korenlei 7A,"['Eethuis', 'Veganvriendelijk']",9000,Korenlei 7A 9000 Gent,"(51.05524357167466, 3.720183376026259)",False
Hasselt,De Orangerie,Walputstraat 9,['Eethuis'],3500,Walputstraat 9 3500 Hasselt,"(50.93173840825557, 5.337180928641174)",False
Tessenderlo,De oude post,Stationsstraat 1,['Eethuis'],3980,Stationsstraat 1 3980 Tessenderlo,"(51.06754293208439, 5.089831454105058)",False
Gent,De Panda,Oudburg 38A,"['Eethuis', 'Veganvriendelijk']",9000,Oudburg 38A 9000 Gent,"(51.0582325568718, 3.724292833288057)",False
Brussel,De Piero,Sint-Goriksplein 21-22,['Eethuis'],1000,Sint-Goriksplein 21-22 1000 Brussel,"(50.84799659284419, 4.347268056154273)",False
Waregem,De Postelein,Holstraat 40,"['Eethuis', 'EVA voordeel', 'Veganvriendelijk']",8790,Holstraat 40 8790 Waregem,"(50.88516382018355, 3.43484053717165)",False
Waregem,De Postelein Natuur Eethuis,Holstraat 40,['Cateraar'],8790,Holstraat 40 8790 Waregem,"(50.88516382018355, 3.43484053717165)",False
Noorderwijk,De Posterijen,Markt 13,['Eethuis'],2200,Markt 13 2200 Noorderwijk,"(51.177834005283856, 4.835628965390239)",False
Hasselt,De Preuverie,Paardsdemerstraat 21,"['Eethuis', 'Veganvriendelijk']",3500,Paardsdemerstraat 21 3500 Hasselt,"(50.93203362464369, 5.3395343776232895)",False
Kortrijk,De Promenade,Veemlarkt 30,"['Eethuis', 'Snack']",8500,Veemlarkt 30 8500 Kortrijk,,True
Sint-Niklaas,De Regent,Regentiestraat 3,"['Eethuis', 'Snack']",9100,Regentiestraat 3 9100 Sint-Niklaas,"(51.16854900742554, 4.1426602773856605)",False
Noorderwijk,De Repertoire,Poederleeseweg 15,['Eethuis'],2200,Poederleeseweg 15 2200 Noorderwijk,"(51.1887115753058, 4.833034569395046)",False
Brugge,De Republiek,St. Jacobsstraat 36,"['Eethuis', 'Snack']",8000,St. Jacobsstraat 36 8000 Brugge,,True
Gent,De Retraite,Sleepstraat 210,"['Eethuis', 'Snack']",9000,Sleepstraat 210 9000 Gent,"(51.063615762849366, 3.728997770977965)",False
Zoutenaaie,De Reygaerd,Reygaerddijkstraat 22,['Eethuis'],8630,Reygaerddijkstraat 22 8630 Zoutenaaie,,True
Hasselt,De Sladerij,Havermarkt 39,"['Eethuis', 'Veganvriendelijk']",3500,Havermarkt 39 3500 Hasselt,"(50.92940356742352, 5.334685907297525)",False
Brugge,De Stoepa,Oostmeers 124,['Eethuis'],8000,Oostmeers 124 8000 Brugge,"(51.2002605109335, 3.2203932158765123)",False
Stokrooie,De Stroobander,St. Jozefsplein 13,['Eethuis'],3511,St. Jozefsplein 13 3511 Stokrooie,,True
Gent,De vegetarische kookstudio,Gustaaf Carelshof 6,['Cateraar'],9040,Gustaaf Carelshof 6 9040 Gent,"(51.069904535497585, 3.7729273271324053)",False
Lommel,De Volksmacht,Kerkplein 15,['Eethuis'],3920,Kerkplein 15 3920 Lommel,"(51.2282726575996, 5.313494714883825)",False
Gent,De Vooruit,Sint-Pietersnieuwstraat 23,['Eethuis'],9000,Sint-Pietersnieuwstraat 23 9000 Gent,"(51.04763845704453, 3.728374541076049)",False
Gent,De Walrus,"Coupure Links 497,",['Eethuis'],9000,"Coupure Links 497, 9000 Gent",,True
Gent,De Warempel,Zandberg 8,['Eethuis'],9000,Zandberg 8 9000 Gent,"(51.05497556267695, 3.7270618847760844)",False
Turnhout,De Weerelt,Warandestraat 17-19,['Eethuis'],2300,Warandestraat 17-19 2300 Turnhout,"(51.323968445505095, 4.943812652460775)",False
Leuven,De Wiering,Wieringstraat 2,['Snack'],3000,Wieringstraat 2 3000 Leuven,"(50.87953588065906, 4.69846546642684)",False
Westmeerbeek,De Wingerd,Grote Baan 68,['Eethuis'],2235,Grote Baan 68 2235 Westmeerbeek,"(51.07704094660703, 4.785548539286743)",False
Rumbeke,De Zalm,Grote Markt,['Eethuis'],8800,Grote Markt 8800 Rumbeke,"(50.94534038957267, 3.123968237998923)",False
Assebroek,De Zonnekeuken,Felix Timmermansstraat 24 8310 Assebroek,['Cateraar'],8310,Felix Timmermansstraat 24 8310 Assebroek 8310 Assebroek,"(51.202842623978896, 3.25922261142153)",False
Ledeberg,De Zuidkant,Frederik Burvenichstraat 156,['Eethuis'],9050,Frederik Burvenichstraat 156 9050 Ledeberg,"(51.04000758645978, 3.753901684635687)",False
Gentbrugge,De Zuidkant,Frederik Burvenichstraat 156,"['Cateraar', 'Eethuis', '100% vegetarisch', 'EVA voordeel', 'Veganvriendelijk']",9050,Frederik Burvenichstraat 156 9050 Gentbrugge,"(51.04000758645978, 3.753901684635687)",False
Kortrijk,deDingen,Budastraat 12,"['Eethuis', 'Snack']",8500,Budastraat 12 8500 Kortrijk,"(50.830179658489094, 3.2640930050527968)",False
Brugge,Delaney's Irish Pub & Restaurant,Burg 8,['Eethuis'],8000,Burg 8 8000 Brugge,"(51.20941102844163, 3.226808547397451)",False
Borgerhout,Delhi Delicious,Gitschotellei 379,['Eethuis'],2140,Gitschotellei 379 2140 Borgerhout,"(51.19787295798947, 4.454895166188194)",False
Aalst,Deluxe Burger,Gentsestraat 45,"['Snack', 'EVA voordeel']",9300,Gentsestraat 45 9300 Aalst,"(50.93794066176739, 4.031459897754862)",False
Mechelen,Den Akker,Nauwstraat 11,['Eethuis'],2800,Nauwstraat 11 2800 Mechelen,"(51.026205229417414, 4.4770692737089295)",False
Antwerpen,Den aperitief,Bolivarplaats 3,['Snack'],2000,Bolivarplaats 3 2000 Antwerpen,"(51.20495897698329, 4.388803585888366)",False
Zoersel,Den boer van Zoersel,Rodendijk 32,['Eethuis'],2980,Rodendijk 32 2980 Zoersel,"(51.24914411863399, 4.705024530417264)",False
Ieper,Den Olifant,Diksmuidestraat 44,['Eethuis'],8900,Diksmuidestraat 44 8900 Ieper,"(50.853333517787384, 2.886687416453987)",False
Brussel,Den Teepot,Kartuizersstraat 66,"['Eethuis', '100% vegetarisch']",1000,Kartuizersstraat 66 1000 Brussel,"(50.84844564620362, 4.345010079304438)",False
Leuven,Dewerf,Hogeschoolplein 5,['Eethuis'],3000,Hogeschoolplein 5 3000 Leuven,"(50.87709112936612, 4.701503134218559)",False
Brussel,Divino,Kartuizersstraat 56,['Eethuis'],1000,Kartuizersstraat 56 1000 Brussel,"(50.84856258178025, 4.345379219311093)",False
Sint-Martens-Latem,Dolce Far Niente,Kortrijksesteenweg 210,['Eethuis'],9830,Kortrijksesteenweg 210 9830 Sint-Martens-Latem,"(51.00472887263987, 3.622415024662395)",False
Brussel,Dolma,Elsense Steenweg 329,"['Eethuis', '100% vegetarisch', 'Veganvriendelijk']",1050,Elsense Steenweg 329 1050 Brussel,"(50.82868889506306, 4.370483615181949)",False
Antwerpen,Dome,Grotehondstraat 2,"['Eethuis', 'Veganvriendelijk']",2018,Grotehondstraat 2 2018 Antwerpen,"(51.20597077271352, 4.427022575267428)",False
Hasselt,Double Dragons,Hasseltweg 214,['Eethuis'],3500,Hasseltweg 214 3500 Hasselt,,True
Brugge,Du Phare,Sasplein 2,['Eethuis'],8000,Sasplein 2 8000 Brugge,"(51.2213974549231, 3.2327708533533293)",False
Gent,Eat Love Pizza,Ajuinlei 10a,"['Gastronomisch', 'Veganvriendelijk']",9000,Ajuinlei 10a 9000 Gent,"(51.0517295011806, 3.720317596684668)",False
Borgerhout,Ecocafé,Turnhoutsebaan 139,['Eethuis'],2140,Turnhoutsebaan 139 2140 Borgerhout,"(51.2154675206214, 4.434591117001991)",False
Gent,Eetcafé De Lieve,Sint-Margrietstraat 1,['Eethuis'],9000,Sint-Margrietstraat 1 9000 Gent,"(51.05859952847617, 3.720721741140939)",False
Gent,Eetcafe Toreke,Vlotstraat 22,['Eethuis'],9000,Vlotstraat 22 9000 Gent,"(51.06348421886655, 3.7116097205933865)",False
Leffinge,Eethuis Kromme Elleboog,Torhoutsesteenweg 11,['Eethuis'],8432,Torhoutsesteenweg 11 8432 Leffinge,"(51.18641519018696, 2.8995593814602523)",False
Sint-Niklaas,Eigenwijs,Ankerstraat 2,['Eethuis'],9100,Ankerstraat 2 9100 Sint-Niklaas,"(51.16536818460902, 4.143261783916668)",False
Oostende,El Mariachi,Kapucijnestraat 44,['Eethuis'],8400,Kapucijnestraat 44 8400 Oostende,,True
Gent,El Pincho,Brabantdam 82,['Eethuis'],9000,Brabantdam 82 9000 Gent,"(51.04980963747567, 3.730911931803679)",False
Leuven,El Sombrero,Lei 25,['Eethuis'],3000,Lei 25 3000 Leuven,"(50.88171660522307, 4.696590867683566)",False
Elsene,El Vergel,Troonstraat 39,['Eethuis'],1050,Troonstraat 39 1050 Elsene,"(50.83879316612758, 4.367474382602495)",False
Schaarbeek,Elan,Vooruitgangstraat 331,['Eethuis'],1030,Vooruitgangstraat 331 1030 Schaarbeek,"(50.86643576502582, 4.36307039372256)",False
Schaarbeek,Elan,Vooruitgangstraat 331,['Eethuis'],1030,Vooruitgangstraat 331 1030 Schaarbeek,"(50.86643576502582, 4.36307039372256)",False
Schaerbeek,Elan vzw,Vooruitgangstraat 331,['Eethuis'],1030,Vooruitgangstraat 331 1030 Schaerbeek,"(50.86643576502582, 4.36307039372256)",False
Sint-Maria-Horebeke,Elim,Dorpstraat 30,['Eethuis'],9667,Dorpstraat 30 9667 Sint-Maria-Horebeke,,True
Mechelen,Ellis Gourmet burger,Ijzerleen 10,['Eethuis'],2800,Ijzerleen 10 2800 Mechelen,,True
Brussel,Ellis Gourmet Burger,Sint-Katelijneplein 4,['Eethuis'],1000,Sint-Katelijneplein 4 1000 Brussel,"(50.85083731396025, 4.34747980817896)",False
Stevoort,Elsartmolen,Herkkantstraat 58,['Eethuis'],3512,Herkkantstraat 58 3512 Stevoort,"(50.923217800006185, 5.230854482148161)",False
Les Bulles - Nederland,Enig Alternatief,Wielakkerstraat 4,['Eethuis'],6811,Wielakkerstraat 4 6811 Les Bulles - Nederland,,True
Antwerpen,Eten vol leven,Minderbroedersrui 52,"['Eethuis', '100% plantaardig', 'EVA voordeel']",2000,Minderbroedersrui 52 2000 Antwerpen,"(51.221898264445265, 4.404742145014601)",False
Gent,Ette-Ibibio,Zwijnaardsesteenweg 104,['Eethuis'],9000,Zwijnaardsesteenweg 104 9000 Gent,"(51.033948256433966, 3.7251685136088484)",False
Antwerpen,Exki,Wiegstraat 7-9,['Snack'],2000,Wiegstraat 7-9 2000 Antwerpen,"(51.2180782393116, 4.404610328133859)",False
Elsene,Exki,Elsensesteenweg 12,['Snack'],1050,Elsensesteenweg 12 1050 Elsene,,True
Antwerpen,Exki,Wiegstraat 7-9,['Snack'],2000,Wiegstraat 7-9 2000 Antwerpen,"(51.2180782393116, 4.404610328133859)",False
Gent,Exki,Sint Michielshelling 2,['Snack'],9000,Sint Michielshelling 2 9000 Gent,"(51.05639211175542, 3.726372096399898)",False
Antwerpen,Exki,Wiegstraat 7-9,['Snack'],2000,Wiegstraat 7-9 2000 Antwerpen,"(51.2180782393116, 4.404610328133859)",False
Antwerpen,Exki,Wiegstraat 7-9,['Snack'],2000,Wiegstraat 7-9 2000 Antwerpen,"(51.2180782393116, 4.404610328133859)",False
Sint-Niklaas,Express,Houtbriel 12,['Snack'],9100,Houtbriel 12 9100 Sint-Niklaas,"(51.165286470611825, 4.142833288545373)",False
Hoboken,Extra Time,Louisalei 24,"['Eethuis', 'Snack']",2660,Louisalei 24 2660 Hoboken,"(51.17820009127701, 4.346448845262592)",False
Gent,Fabula Rasa,Fr. Lousbergkaai 134,['Eethuis'],9000,Fr. Lousbergkaai 134 9000 Gent,,True
Gent,Faim Fatale,Zuidstationstraat 14,['Eethuis'],9000,Zuidstationstraat 14 9000 Gent,"(51.049064298297196, 3.7327189964071787)",False
Gent,Faki,Sleepstraat 112,['Snack'],9000,Sleepstraat 112 9000 Gent,"(51.06196186780296, 3.7273655987782717)",False
Antwerpen,Falafel,Korte Herentalsestraat 60,['Eethuis'],2018,Korte Herentalsestraat 60 2018 Antwerpen,"(51.214424502708844, 4.416915177720612)",False
Antwerpen,Falafel Beni,Lange Leemstraat 188,"['Eethuis', '100% vegetarisch']",2000,Lange Leemstraat 188 2000 Antwerpen,"(51.22379356477641, 4.408565519566605)",False
Gent,Falafel Punt,Rooiegemlaan 389,"['Eethuis', 'EVA voordeel', 'Veganvriendelijk']",9000,Rooiegemlaan 389 9000 Gent,,True
Brussel,Fanny Thai,Jules van Praetstraat 36,['Eethuis'],1000,Jules van Praetstraat 36 1000 Brussel,"(50.84811357531697, 4.3479495930019185)",False
Oostende,Faro,Vindictivelaan 3b,['Eethuis'],8400,Vindictivelaan 3b 8400 Oostende,"(51.22954112828776, 2.9236450741650115)",False
Brussel,Feux de Bengale,Spoormakersstraat 69,['Eethuis'],1000,Spoormakersstraat 69 1000 Brussel,"(50.845120829405936, 4.353034064751299)",False
Antwerpen,Fez,Kloosterstraat 52,['Eethuis'],2000,Kloosterstraat 52 2000 Antwerpen,"(51.21590569051865, 4.394719207317952)",False
 Gent,Fin de Faim,Hoogstraat 73,['Eethuis'],9000,Hoogstraat 73 9000  Gent,"(51.05522737719995, 3.7123816539463617)",False
Gent,Fin du Monde,Keizer Karelstraat 10,['Eethuis'],9000,Keizer Karelstraat 10 9000 Gent,"(51.05322762384373, 3.7312932716112006)",False
Antwerpen,Finjan,Graaf Van Hoornestraat 1,"['Snack', 'EVA voordeel']",2000,Graaf Van Hoornestraat 1 2000 Antwerpen,"(51.208256880326395, 4.393198038670664)",False
Dendermonde,Flammazien,Brusselsestraat 72,['Eethuis'],9200,Brusselsestraat 72 9200 Dendermonde,"(51.02690392378656, 4.10023785178939)",False
Hasselt,Florian,Fruitmarkt 22,['Eethuis'],3500,Fruitmarkt 22 3500 Hasselt,"(50.93023257485071, 5.338814248109191)",False
Gent,Foley's Irish Pub,Recolettenlei 10,['Eethuis'],9000,Recolettenlei 10 9000 Gent,,True
Rumbeke,Fonduehuis La Paix,Ardooisesteenweg 74,['Eethuis'],8800,Ardooisesteenweg 74 8800 Rumbeke,"(50.94997280824011, 3.1335662081581734)",False
Antwerpen,foodlovers companie,Somméstraat 45,['Cateraar'],2060,Somméstraat 45 2060 Antwerpen,"(51.22248506091551, 4.438723496947052)",False
Sterrebeek,foodshop.be,Hippodroomlaan 173,['Cateraar'],1933,Hippodroomlaan 173 1933 Sterrebeek,"(50.85109241703316, 4.504468088734993)",False
Brugge,Forestière,Academiestraat 11,['Eethuis'],8000,Academiestraat 11 8000 Brugge,"(51.2114667818947, 3.224654362341255)",False
Gent,Frietcultuur,Kantienberg 28,"['Snack', 'Veganvriendelijk']",9000,Kantienberg 28 9000 Gent,"(51.0411171272722, 3.7276223878700483)",False
Brugge,Frituur & Veggie Eetboetiek Royal,Langestraat 181 A,"['Eethuis', 'EVA voordeel']",8000,Langestraat 181 A 8000 Brugge,"(51.212614189862634, 3.239282140460991)",False
Gent,Frituur 'Dulle Friet',Vlasmarkt 1,['Snack'],9000,Vlasmarkt 1 9000 Gent,"(51.0562686060025, 3.728456254403136)",False
Wetteren,Frituur 't Hoekske,Koningin Astridlaan 54,['Snack'],9230,Koningin Astridlaan 54 9230 Wetteren,"(51.004851991011435, 3.8789156556267157)",False
Zandvoorde,Frituur Cannibal,Hertstraat 8,['Snack'],8400,Hertstraat 8 8400 Zandvoorde,"(51.23168751185705, 2.9146576244615217)",False
Zoerle-Parwijs,Frituur De Levensweg,Abdijstraat 4,"['Snack', 'Veganvriendelijk']",2260,Abdijstraat 4 2260 Zoerle-Parwijs,"(51.10629262711369, 4.914887329788872)",False
Londerzeel,Frituur De Linde,Linde 80,['Eethuis'],1840,Linde 80 1840 Londerzeel,"(51.002948517149235, 4.290554430131844)",False
Lokeren,Frituur De Markt,Markt,['Snack'],9160,Markt 9160 Lokeren,"(51.10365020528189, 3.98837642485554)",False
Gent,Frituur De Papegaai,Annonciadenstraat 17,"['Snack', 'EVA voordeel', 'Veganvriendelijk']",9000,Annonciadenstraat 17 9000 Gent,"(51.04997330858101, 3.716462761218731)",False
Heverlee,Frituur Den Dreef,Naamsesteenweg 58,['Snack'],3001,Naamsesteenweg 58 3001 Heverlee,"(50.86708957411806, 4.696971588965888)",False
Ledeberg,Frituur Frietshop Gentbrugge,Tweekapellenstraat 2,['Snack'],9050,Tweekapellenstraat 2 9050 Ledeberg,"(51.043324389325754, 3.7590486098573557)",False
Kortrijk,Frituur Groeninghe Veemarkt,Hoek Zwevegemsestraat - Veemarkt 1,['Snack'],8500,Hoek Zwevegemsestraat - Veemarkt 1 8500 Kortrijk,"(50.83240884172966, 3.256431287611519)",False
Leuven,Frituur Movie,Burgemeestersstraat 42,['Snack'],3000,Burgemeestersstraat 42 3000 Leuven,"(50.87608136395484, 4.711868071894286)",False
Leuven,Frituur Tervuursepoort,Tervuursepoort 1,[],3000,Tervuursepoort 1 3000 Leuven,,True
Kortrijk,Funky Food,Stationsstraat 9A,['Eethuis'],8500,Stationsstraat 9A 8500 Kortrijk,"(50.82558098671413, 3.2645700197267153)",False
Antwerpen,Garden of India,Oude Koornmarkt 60,"['Eethuis', 'Veganvriendelijk']",2000,Oude Koornmarkt 60 2000 Antwerpen,"(51.219122158008474, 4.400260074831732)",False
Elsene,Garuda,Adolphe Buylstraat 25,['Eethuis'],1050,Adolphe Buylstraat 25 1050 Elsene,"(50.81479911344138, 4.382714426739399)",False
Gent,Gaston,wiedauwkaai 52,['Eethuis'],9000,wiedauwkaai 52 9000 Gent,"(51.0744881819794, 3.7232129701089094)",False
Vucht,Gastronomia Cellini,Maasmechelen Village,['Eethuis'],3630,Maasmechelen Village 3630 Vucht,,True
Gent,Gate of India,Oudburg 1,['Eethuis'],9000,Oudburg 1 9000 Gent,"(51.058059123002664, 3.7238102431667857)",False
Uitbergen,Gaver 15,Gaver 15,['Eethuis'],9290,Gaver 15 9290 Uitbergen,"(51.02688074570519, 4.007358266471628)",False
Rotselaar,Geert Groffen,Aarschotsesteenweg 10,"['Eethuis', 'EVA voordeel']",3110,Aarschotsesteenweg 10 3110 Rotselaar,"(50.93836219457909, 4.735016925792405)",False
Brussel,Gourmet d'Asie,Van Arteveldestraat 14,['Eethuis'],1000,Van Arteveldestraat 14 1000 Brussel,"(50.82868217285996, 4.291920394993346)",False
Mechelen,Graspoort,Begijnenstraat 28,['Eethuis'],2800,Begijnenstraat 28 2800 Mechelen,"(51.027491092169726, 4.4766018795222555)",False
Wetteren,Green Note,Nieuwstraat 1,"['Eethuis', 'Snack']",9230,Nieuwstraat 1 9230 Wetteren,"(51.00173407420266, 3.881412875357365)",False
Kessel-Lo,Green Palace,Diestsesteenweg 66,['Eethuis'],3010,Diestsesteenweg 66 3010 Kessel-Lo,"(50.8835043071787, 4.718757710886484)",False
Mechelen,Greenfield 2,Nekkerspoelstraat 5,[],2800,Nekkerspoelstraat 5 2800 Mechelen,"(51.03029082435245, 4.490692335980145)",False
Gent,Greenway,Nederkouter 42,"['Eethuis', 'Snack', '100% vegetarisch', 'Veganvriendelijk']",9000,Nederkouter 42 9000 Gent,"(51.04761007562845, 3.7215297353355012)",False
Antwerpen,Greenway Antwerpen,Groenplaats 6,"['Eethuis', 'Snack', '100% vegetarisch', 'Veganvriendelijk']",2000,Groenplaats 6 2000 Antwerpen,"(51.219193931602796, 4.400746758148396)",False
Sint - Gillis,Greenway Brussel-Zuid,Fonsnylaan 46 bus 18,"['Eethuis', 'Snack', '100% vegetarisch', 'EVA voordeel', 'Veganvriendelijk']",1060,Fonsnylaan 46 bus 18 1060 Sint - Gillis,"(50.83601145668405, 4.337648395616994)",False
Leuven,Greenway Leuven,Parijsstraat 12,"['Eethuis', 'Snack', '100% vegetarisch', 'EVA voordeel', 'Veganvriendelijk']",3000,Parijsstraat 12 3000 Leuven,"(50.87905700241857, 4.699328862819362)",False
Sint-Niklaas,Grenoble,Kokkelbeekstraat 34,"['Eethuis', '100% vegetarisch']",9100,Kokkelbeekstraat 34 9100 Sint-Niklaas,"(51.16178014761566, 4.142435641787203)",False
Gent,Gülhan,Sleepstraat 70,['Eethuis'],9000,Sleepstraat 70 9000 Gent,"(51.06096691378879, 3.7262380317349937)",False
Gent,Gusto,Sint Pietersnieuwstraat 116,['Eethuis'],9000,Sint Pietersnieuwstraat 116 9000 Gent,"(51.05639211175542, 3.726372096399898)",False
Borgerhout,Hacienda POPULAR,Prins Leopoldstraat 51,['Cateraar'],2140,Prins Leopoldstraat 51 2140 Borgerhout,"(51.21233687191453, 4.439194682563386)",False
Brussel,Happy Buddha,E. Jacqmainlaan 7,"['Eethuis', 'EVA voordeel']",1000,E. Jacqmainlaan 7 1000 Brussel,,True
Hasselt,"Healthyfoods, samen met De Levensboom te Hasselt",Molenstraat 33,['Cateraar'],3500,Molenstraat 33 3500 Hasselt,"(50.93334085818825, 5.346674834788411)",False
Sint-Jans-Molenbeek,Heksenketel,Henegouwenkaai 29,"['Cateraar', 'Eethuis']",1080,Henegouwenkaai 29 1080 Sint-Jans-Molenbeek,"(50.85176149094773, 4.3392145001728375)",False
Brussel,Hémisphères,Leopoldstraat 29,['Eethuis'],1000,Leopoldstraat 29 1000 Brussel,"(50.84982261839919, 4.355361407114638)",False
Brussel,Henri,Vlaamsesteenweg 113,['Eethuis'],1000,Vlaamsesteenweg 113 1000 Brussel,"(50.853039284252496, 4.345022027523742)",False
Brugge,Het andere idee,Hauwerstraat 9,['Eethuis'],8000,Hauwerstraat 9 8000 Brugge,"(51.20375168897651, 3.215184426696205)",False
Leuven,Het Dagelijks Brood/ Le Pain Quotidien,Parijsstraat 35,['Eethuis'],3000,Parijsstraat 35 3000 Leuven,"(50.87859858614858, 4.699311421005059)",False
Zutendaal,Het Engelenhofke,Schansstraat 15,['Cateraar'],3690,Schansstraat 15 3690 Zutendaal,"(50.91606665690673, 5.589935543329456)",False
Kessel - Lo,Het geheim,B.A. de Becker-Remyplein 19,['Eethuis'],3010,B.A. de Becker-Remyplein 19 3010 Kessel - Lo,,True
Sint-Niklaas,Het Gevoel,Regentieplein 53,['Eethuis'],9100,Regentieplein 53 9100 Sint-Niklaas,"(51.16813931117519, 4.144649561935037)",False
Oud-Turnhout,Het Herenhuis,Dorp 1,['Eethuis'],2360,Dorp 1 2360 Oud-Turnhout,"(51.31746962337766, 4.981484180934898)",False
Herent,Het huis van Mihr,Mechelsesteenweg 690,['Cateraar'],3020,Mechelsesteenweg 690 3020 Herent,"(50.914398843682214, 4.656861588439386)",False
Sint-Niklaas,Het Laatste Avondmaal,Sacramentstraat 5,[],9100,Sacramentstraat 5 9100 Sint-Niklaas,,True
Nieuwkerke,Het Labyrint,Dries 29,['Eethuis'],8950,Dries 29 8950 Nieuwkerke,,True
Antwerpen,Het Lastig Portret,Blindestraat 1,['Eethuis'],2000,Blindestraat 1 2000 Antwerpen,"(51.22285948037097, 4.406446253347435)",False
Hasselt,Het Magazijn,Minderbroedersstraat 9,['Eethuis'],3500,Minderbroedersstraat 9 3500 Hasselt,"(50.932096071763056, 5.337415938433967)",False
Gent,Het Poorthuis,Kempstraat 151,['Eethuis'],9000,Kempstraat 151 9000 Gent,"(51.068919237515594, 3.6919158417157485)",False
Gent,Het Restaurant,Kempstraat 150,['Eethuis'],9000,Kempstraat 150 9000 Gent,"(51.068803941669806, 3.6921885875107683)",False
Aast,Het Verschil,Gentsestraat 70,"['Eethuis', 'EVA voordeel']",9300,Gentsestraat 70 9300 Aast,"(50.937550288829634, 4.030125362594947)",False
Beringen,Het Voorste Huis,Koerselsesteenweg 15,"['Eethuis', 'Snack']",3580,Koerselsesteenweg 15 3580 Beringen,"(51.04812439234235, 5.2267394646377605)",False
Brussel,Het Warm Water,Vossenstraat 25,"['Eethuis', 'EVA voordeel']",1000,Vossenstraat 25 1000 Brussel,"(50.83677780473699, 4.348053816596991)",False
Leuven,Himalaya Restaurant,Tiensevest 14,[],3000,Tiensevest 14 3000 Leuven,"(50.88186460791657, 4.7139140278935345)",False
Leuven,Himalaya Restaurant,Naamsestraat 51,['Eethuis'],3000,Naamsestraat 51 3000 Leuven,"(50.87664412139852, 4.700633241205477)",False
Kruishoutem,Hof Van Cleve,Riemegemstraat 1,['Gastronomisch'],9770,Riemegemstraat 1 9770 Kruishoutem,"(50.90357023466016, 3.509557654327995)",False
Antwerpen,Hoffy's,Lange Kievitstraat 52,['Eethuis'],2018,Lange Kievitstraat 52 2018 Antwerpen,"(51.21268842172594, 4.4200044837452594)",False
Stevoort,Home Cooking,Pater Raskinstraat 18,['Cateraar'],3512,Pater Raskinstraat 18 3512 Stevoort,"(50.912327198728484, 5.24952446244104)",False
Brussel,Hong Hoa,Karperbrug 10,['Eethuis'],1000,Karperbrug 10 1000 Brussel,"(50.848428124301556, 4.347466663256457)",False
Gent - Ledeberg,Hot Falafel,Brusselsesteenweg 17a,"['Snack', 'EVA voordeel', 'Veganvriendelijk']",9050,Brusselsesteenweg 17a 9050 Gent - Ledeberg,"(51.04115920502852, 3.7421373097390997)",False
Manhay,Hotel les Sources,Route du Crahay 28,"['Eethuis', 'EVA voordeel']",6960,Route du Crahay 28 6960 Manhay,,True
Leuven,House Of Lalibela,Brusselsestraat 59,['Eethuis'],3000,Brusselsestraat 59 3000 Leuven,"(50.87997939337771, 4.697388661367615)",False
Brussel,Houtsiplou,Rouppeplein 9,['Eethuis'],1000,Rouppeplein 9 1000 Brussel,"(50.84316001387633, 4.346063342907322)",False
Jette,Humus Botanical Gastronomy,Gielelaan 20,['Eethuis'],1090,Gielelaan 20 1090 Jette,"(50.86860421523584, 4.327228538209357)",False
